pip_value estimasi: 9.0 (override dengan --pipval)

Backtest: USDJPY | step=4 | trail=OFF
CSV: ../data/USDJPY_GMT+0_NO-DST_M15.csv
  139,666 candle M15 | 2020-01-01 22:00:00 s/d 2025-08-11 23:45:00
Estimasi 34,854 iterasi sinyal. Ini mungkin butuh beberapa menit...

Resampling ke H4 dan D1... H4=9,025 bars | D1=1,750 bars
    0.9% | bar=1,458/139,666 | trades=10 | equity=$1,062.39 | ETA=20.1min
   40.3% | bar=56,406/139,666 | trades=600 | equity=$2,249.29 | ETA=9.8min
   40.3% | bar=56,410/139,666 | trades=600 | equity=$2,249.29 | ETA=9.8min
   40.8% | bar=57,098/139,666 | trades=610 | equity=$2,578.23 | ETA=9.7min
   41.0% | bar=57,458/139,666 | trades=620 | equity=$2,399.40 | ETA=9.6min
   41.0% | bar=57,470/139,666 | trades=620 | equity=$2,399.40 | ETA=9.6min
   41.0% | bar=57,474/139,666 | trades=620 | equity=$2,399.40 | ETA=9.6min
   41.1% | bar=57,518/139,666 | trades=620 | equity=$2,399.40 | ETA=9.6min
   41.5% | bar=58,110/139,666 | trades=630 | equity=$2,447.38 | ETA=9.5min
   41.9% | bar=58,718/139,666 | trades=640 | equity=$2,468.39 | ETA=9.4min
   42.3% | bar=59,234/139,666 | trades=650 | equity=$2,299.12 | ETA=9.4min
   42.3% | bar=59,242/139,666 | trades=650 | equity=$2,299.12 | ETA=9.4min
   42.3% | bar=59,246/139,666 | trades=650 | equity=$2,299.12 | ETA=9.4min
   42.3% | bar=59,278/139,666 | trades=650 | equity=$2,299.12 | ETA=9.4min
   42.3% | bar=59,282/139,666 | trades=650 | equity=$2,299.12 | ETA=9.4min
   42.3% | bar=59,286/139,666 | trades=650 | equity=$2,299.12 | ETA=9.4min
   42.8% | bar=59,974/139,666 | trades=660 | equity=$2,315.68 | ETA=9.3min
   43.2% | bar=60,454/139,666 | trades=670 | equity=$2,669.22 | ETA=9.2min
   43.2% | bar=60,458/139,666 | trades=670 | equity=$2,669.22 | ETA=9.2min
   43.2% | bar=60,494/139,666 | trades=670 | equity=$2,669.22 | ETA=9.2min
   43.2% | bar=60,498/139,666 | trades=670 | equity=$2,669.22 | ETA=9.2min
   43.6% | bar=60,990/139,666 | trades=680 | equity=$2,637.45 | ETA=9.2min
   43.6% | bar=60,994/139,666 | trades=680 | equity=$2,637.45 | ETA=9.2min
   44.4% | bar=62,086/139,666 | trades=690 | equity=$2,791.33 | ETA=9.0min
   44.4% | bar=62,090/139,666 | trades=690 | equity=$2,791.33 | ETA=9.0min
   44.7% | bar=62,634/139,666 | trades=700 | equity=$2,674.58 | ETA=8.9min
   44.8% | bar=62,666/139,666 | trades=700 | equity=$2,674.58 | ETA=8.9min
   44.8% | bar=62,670/139,666 | trades=700 | equity=$2,674.58 | ETA=8.9min
   44.8% | bar=62,678/139,666 | trades=700 | equity=$2,674.58 | ETA=8.9min
   44.9% | bar=62,838/139,666 | trades=700 | equity=$2,674.58 | ETA=8.9min
   44.9% | bar=62,846/139,666 | trades=700 | equity=$2,674.58 | ETA=8.9min
   44.9% | bar=62,870/139,666 | trades=700 | equity=$2,674.58 | ETA=8.9min
   45.4% | bar=63,562/139,666 | trades=710 | equity=$2,641.59 | ETA=8.8min
   45.8% | bar=64,070/139,666 | trades=720 | equity=$2,655.54 | ETA=8.7min
   46.0% | bar=64,414/139,666 | trades=730 | equity=$2,663.74 | ETA=8.7min
   46.0% | bar=64,418/139,666 | trades=730 | equity=$2,663.74 | ETA=8.7min
   46.0% | bar=64,422/139,666 | trades=730 | equity=$2,663.74 | ETA=8.7min
   46.0% | bar=64,450/139,666 | trades=730 | equity=$2,663.74 | ETA=8.7min
   46.7% | bar=65,378/139,666 | trades=740 | equity=$2,625.83 | ETA=8.6min
   46.7% | bar=65,386/139,666 | trades=740 | equity=$2,625.83 | ETA=8.6min
   46.7% | bar=65,390/139,666 | trades=740 | equity=$2,625.83 | ETA=8.6min
   46.7% | bar=65,394/139,666 | trades=740 | equity=$2,625.83 | ETA=8.6min
   46.7% | bar=65,398/139,666 | trades=740 | equity=$2,625.83 | ETA=8.6min
   46.7% | bar=65,414/139,666 | trades=740 | equity=$2,625.83 | ETA=8.6min
   46.7% | bar=65,426/139,666 | trades=740 | equity=$2,625.83 | ETA=8.6min
   46.8% | bar=65,430/139,666 | trades=740 | equity=$2,625.83 | ETA=8.6min
   46.8% | bar=65,454/139,666 | trades=740 | equity=$2,625.83 | ETA=8.6min
   46.8% | bar=65,458/139,666 | trades=740 | equity=$2,625.83 | ETA=8.6min
   46.8% | bar=65,462/139,666 | trades=740 | equity=$2,625.83 | ETA=8.6min
   46.8% | bar=65,470/139,666 | trades=740 | equity=$2,625.83 | ETA=8.6min
   47.4% | bar=66,326/139,666 | trades=750 | equity=$2,591.89 | ETA=8.5min
   47.4% | bar=66,338/139,666 | trades=750 | equity=$2,591.89 | ETA=8.5min
   47.8% | bar=66,866/139,666 | trades=760 | equity=$2,754.23 | ETA=8.4min
   48.1% | bar=67,338/139,666 | trades=770 | equity=$2,635.84 | ETA=8.3min
   48.1% | bar=67,342/139,666 | trades=770 | equity=$2,635.84 | ETA=8.3min
   48.2% | bar=67,390/139,666 | trades=770 | equity=$2,635.84 | ETA=8.3min
   48.4% | bar=67,750/139,666 | trades=780 | equity=$2,674.47 | ETA=8.2min
   48.9% | bar=68,486/139,666 | trades=790 | equity=$2,868.04 | ETA=8.2min
   49.0% | bar=68,502/139,666 | trades=790 | equity=$2,868.04 | ETA=8.2min
   49.0% | bar=68,562/139,666 | trades=790 | equity=$2,868.04 | ETA=8.2min
   49.9% | bar=69,830/139,666 | trades=800 | equity=$2,917.95 | ETA=8.1min
   50.5% | bar=70,598/139,666 | trades=810 | equity=$2,865.12 | ETA=8.0min
   50.5% | bar=70,602/139,666 | trades=810 | equity=$2,865.12 | ETA=8.0min
   50.5% | bar=70,606/139,666 | trades=810 | equity=$2,865.12 | ETA=8.0min
   50.5% | bar=70,610/139,666 | trades=810 | equity=$2,865.12 | ETA=8.0min
   50.5% | bar=70,614/139,666 | trades=810 | equity=$2,865.12 | ETA=8.0min
   50.5% | bar=70,658/139,666 | trades=810 | equity=$2,865.12 | ETA=8.0min
   50.5% | bar=70,662/139,666 | trades=810 | equity=$2,865.12 | ETA=8.0min
   50.5% | bar=70,666/139,666 | trades=810 | equity=$2,865.12 | ETA=8.0min
   50.5% | bar=70,670/139,666 | trades=810 | equity=$2,865.12 | ETA=8.0min
   50.5% | bar=70,674/139,666 | trades=810 | equity=$2,865.12 | ETA=7.9min
   50.5% | bar=70,678/139,666 | trades=810 | equity=$2,865.12 | ETA=7.9min
   50.6% | bar=70,766/139,666 | trades=810 | equity=$2,865.12 | ETA=7.9min
   50.6% | bar=70,770/139,666 | trades=810 | equity=$2,865.12 | ETA=7.9min
   51.1% | bar=71,538/139,666 | trades=820 | equity=$2,806.30 | ETA=7.8min
   51.1% | bar=71,542/139,666 | trades=820 | equity=$2,806.30 | ETA=7.8min
   51.1% | bar=71,546/139,666 | trades=820 | equity=$2,806.30 | ETA=7.8min
   51.1% | bar=71,550/139,666 | trades=820 | equity=$2,806.30 | ETA=7.8min
   51.2% | bar=71,574/139,666 | trades=820 | equity=$2,806.30 | ETA=7.8min
   51.8% | bar=72,530/139,666 | trades=830 | equity=$2,900.18 | ETA=7.7min
   52.2% | bar=73,094/139,666 | trades=840 | equity=$2,762.26 | ETA=7.7min
   53.0% | bar=74,114/139,666 | trades=850 | equity=$2,501.80 | ETA=7.5min
   53.0% | bar=74,118/139,666 | trades=850 | equity=$2,501.80 | ETA=7.5min
   53.0% | bar=74,122/139,666 | trades=850 | equity=$2,501.80 | ETA=7.5min
   53.0% | bar=74,126/139,666 | trades=850 | equity=$2,501.80 | ETA=7.5min
   53.0% | bar=74,202/139,666 | trades=850 | equity=$2,501.80 | ETA=7.5min
   53.0% | bar=74,206/139,666 | trades=850 | equity=$2,501.80 | ETA=7.5min
   53.0% | bar=74,210/139,666 | trades=850 | equity=$2,501.80 | ETA=7.5min
   53.1% | bar=74,214/139,666 | trades=850 | equity=$2,501.80 | ETA=7.5min
   53.1% | bar=74,246/139,666 | trades=850 | equity=$2,501.80 | ETA=7.5min
   53.5% | bar=74,794/139,666 | trades=860 | equity=$2,512.91 | ETA=7.4min
   53.9% | bar=75,450/139,666 | trades=870 | equity=$2,724.61 | ETA=7.3min
   54.7% | bar=76,462/139,666 | trades=880 | equity=$2,766.15 | ETA=7.2min
   55.1% | bar=77,022/139,666 | trades=890 | equity=$2,785.75 | ETA=7.1min
   55.1% | bar=77,026/139,666 | trades=890 | equity=$2,785.75 | ETA=7.1min
   55.1% | bar=77,030/139,666 | trades=890 | equity=$2,785.75 | ETA=7.1min
   55.5% | bar=77,658/139,666 | trades=900 | equity=$2,921.40 | ETA=7.1min
   56.2% | bar=78,622/139,666 | trades=910 | equity=$2,854.21 | ETA=7.0min
   56.7% | bar=79,338/139,666 | trades=920 | equity=$2,826.51 | ETA=6.9min
   56.7% | bar=79,366/139,666 | trades=920 | equity=$2,826.51 | ETA=6.9min
   56.8% | bar=79,370/139,666 | trades=920 | equity=$2,826.51 | ETA=6.9min
   56.8% | bar=79,374/139,666 | trades=920 | equity=$2,826.51 | ETA=6.9min
   57.2% | bar=80,030/139,666 | trades=930 | equity=$2,924.07 | ETA=6.8min
   57.5% | bar=80,402/139,666 | trades=940 | equity=$2,926.32 | ETA=6.8min
   57.9% | bar=80,970/139,666 | trades=950 | equity=$3,005.56 | ETA=6.7min
   57.9% | bar=80,986/139,666 | trades=950 | equity=$3,005.56 | ETA=6.7min
   58.0% | bar=81,062/139,666 | trades=950 | equity=$3,005.56 | ETA=6.7min
   58.2% | bar=81,402/139,666 | trades=960 | equity=$2,885.47 | ETA=6.6min
   58.2% | bar=81,406/139,666 | trades=960 | equity=$2,885.47 | ETA=6.6min
   58.2% | bar=81,410/139,666 | trades=960 | equity=$2,885.47 | ETA=6.6min
   58.2% | bar=81,414/139,666 | trades=960 | equity=$2,885.47 | ETA=6.6min
   58.2% | bar=81,426/139,666 | trades=960 | equity=$2,885.47 | ETA=6.6min
   58.7% | bar=82,046/139,666 | trades=970 | equity=$2,985.80 | ETA=6.6min
   58.7% | bar=82,050/139,666 | trades=970 | equity=$2,985.80 | ETA=6.6min
   58.7% | bar=82,054/139,666 | trades=970 | equity=$2,985.80 | ETA=6.6min
   58.7% | bar=82,058/139,666 | trades=970 | equity=$2,985.80 | ETA=6.6min
   59.0% | bar=82,486/139,666 | trades=980 | equity=$2,783.77 | ETA=6.5min
   59.0% | bar=82,490/139,666 | trades=980 | equity=$2,783.77 | ETA=6.5min
   59.9% | bar=83,782/139,666 | trades=990 | equity=$3,010.51 | ETA=6.3min
   59.9% | bar=83,786/139,666 | trades=990 | equity=$3,010.51 | ETA=6.3min
   59.9% | bar=83,790/139,666 | trades=990 | equity=$3,010.51 | ETA=6.3min
   60.3% | bar=84,274/139,666 | trades=1000 | equity=$3,140.35 | ETA=6.3min
   61.0% | bar=85,278/139,666 | trades=1010 | equity=$3,006.71 | ETA=6.1min
   61.5% | bar=85,974/139,666 | trades=1020 | equity=$2,936.86 | ETA=6.0min
   61.5% | bar=85,978/139,666 | trades=1020 | equity=$2,936.86 | ETA=6.0min
   61.5% | bar=85,982/139,666 | trades=1020 | equity=$2,936.86 | ETA=6.0min
   61.9% | bar=86,554/139,666 | trades=1030 | equity=$2,890.54 | ETA=6.0min
   61.9% | bar=86,558/139,666 | trades=1030 | equity=$2,890.54 | ETA=6.0min
   62.6% | bar=87,546/139,666 | trades=1040 | equity=$3,016.83 | ETA=5.9min
   62.6% | bar=87,562/139,666 | trades=1040 | equity=$3,016.83 | ETA=5.9min
   62.9% | bar=88,010/139,666 | trades=1050 | equity=$3,296.33 | ETA=5.8min
   63.2% | bar=88,362/139,666 | trades=1060 | equity=$3,245.16 | ETA=5.8min
   63.2% | bar=88,366/139,666 | trades=1060 | equity=$3,245.16 | ETA=5.8min
   63.2% | bar=88,370/139,666 | trades=1060 | equity=$3,245.16 | ETA=5.8min
   63.6% | bar=88,850/139,666 | trades=1070 | equity=$2,935.71 | ETA=5.7min
   63.6% | bar=88,854/139,666 | trades=1070 | equity=$2,935.71 | ETA=5.7min
   63.6% | bar=88,862/139,666 | trades=1070 | equity=$2,935.71 | ETA=5.7min
   63.6% | bar=88,878/139,666 | trades=1070 | equity=$2,935.71 | ETA=5.7min
   63.6% | bar=88,882/139,666 | trades=1070 | equity=$2,935.71 | ETA=5.7min
   63.6% | bar=88,886/139,666 | trades=1070 | equity=$2,935.71 | ETA=5.7min
   63.6% | bar=88,894/139,666 | trades=1070 | equity=$2,935.71 | ETA=5.7min
   63.6% | bar=88,906/139,666 | trades=1070 | equity=$2,935.71 | ETA=5.7min
   64.2% | bar=89,806/139,666 | trades=1080 | equity=$3,061.58 | ETA=5.6min
   64.2% | bar=89,814/139,666 | trades=1080 | equity=$3,061.58 | ETA=5.6min
   64.2% | bar=89,818/139,666 | trades=1080 | equity=$3,061.58 | ETA=5.6min
   65.1% | bar=91,062/139,666 | trades=1090 | equity=$3,109.49 | ETA=5.5min
   65.7% | bar=91,910/139,666 | trades=1100 | equity=$3,219.67 | ETA=5.4min
   66.5% | bar=92,930/139,666 | trades=1110 | equity=$3,547.47 | ETA=5.3min
   67.2% | bar=93,986/139,666 | trades=1120 | equity=$3,713.17 | ETA=5.1min
   68.0% | bar=95,118/139,666 | trades=1130 | equity=$3,660.80 | ETA=5.0min
   68.6% | bar=95,906/139,666 | trades=1140 | equity=$3,874.62 | ETA=4.9min
   69.3% | bar=96,814/139,666 | trades=1150 | equity=$4,131.80 | ETA=4.8min
   69.7% | bar=97,354/139,666 | trades=1160 | equity=$4,087.92 | ETA=4.8min
   70.1% | bar=98,006/139,666 | trades=1170 | equity=$4,138.77 | ETA=4.7min
   70.1% | bar=98,010/139,666 | trades=1170 | equity=$4,138.77 | ETA=4.7min
   70.6% | bar=98,662/139,666 | trades=1180 | equity=$4,379.99 | ETA=4.6min
   71.1% | bar=99,438/139,666 | trades=1190 | equity=$4,433.75 | ETA=4.5min
   71.1% | bar=99,442/139,666 | trades=1190 | equity=$4,433.75 | ETA=4.5min
   71.5% | bar=99,974/139,666 | trades=1200 | equity=$4,841.65 | ETA=4.4min
   71.5% | bar=99,978/139,666 | trades=1200 | equity=$4,841.65 | ETA=4.4min
   71.5% | bar=99,982/139,666 | trades=1200 | equity=$4,841.65 | ETA=4.4min
   72.0% | bar=100,594/139,666 | trades=1210 | equity=$5,064.64 | ETA=4.4min
   72.0% | bar=100,606/139,666 | trades=1210 | equity=$5,064.64 | ETA=4.4min
   72.0% | bar=100,610/139,666 | trades=1210 | equity=$5,064.64 | ETA=4.4min
   72.0% | bar=100,634/139,666 | trades=1210 | equity=$5,064.64 | ETA=4.4min
   72.3% | bar=100,982/139,666 | trades=1220 | equity=$5,479.07 | ETA=4.3min
   72.8% | bar=101,690/139,666 | trades=1230 | equity=$5,736.80 | ETA=4.3min
   73.2% | bar=102,350/139,666 | trades=1240 | equity=$5,486.14 | ETA=4.2min
   73.2% | bar=102,358/139,666 | trades=1240 | equity=$5,486.14 | ETA=4.2min
   73.2% | bar=102,366/139,666 | trades=1240 | equity=$5,486.14 | ETA=4.2min
   73.3% | bar=102,374/139,666 | trades=1240 | equity=$5,486.14 | ETA=4.2min
   73.9% | bar=103,238/139,666 | trades=1250 | equity=$5,425.95 | ETA=4.1min
   73.9% | bar=103,242/139,666 | trades=1250 | equity=$5,425.95 | ETA=4.1min
   73.9% | bar=103,246/139,666 | trades=1250 | equity=$5,425.95 | ETA=4.1min
   74.2% | bar=103,706/139,666 | trades=1260 | equity=$5,510.60 | ETA=4.0min
   74.2% | bar=103,710/139,666 | trades=1260 | equity=$5,510.60 | ETA=4.0min
   74.2% | bar=103,714/139,666 | trades=1260 | equity=$5,510.60 | ETA=4.0min
   74.2% | bar=103,718/139,666 | trades=1260 | equity=$5,510.60 | ETA=4.0min
   74.2% | bar=103,738/139,666 | trades=1260 | equity=$5,510.60 | ETA=4.0min
   75.0% | bar=104,750/139,666 | trades=1270 | equity=$5,431.84 | ETA=3.9min
   75.0% | bar=104,754/139,666 | trades=1270 | equity=$5,431.84 | ETA=3.9min
   75.4% | bar=105,406/139,666 | trades=1280 | equity=$5,666.99 | ETA=3.8min
   76.2% | bar=106,458/139,666 | trades=1290 | equity=$5,605.24 | ETA=3.7min
   76.2% | bar=106,470/139,666 | trades=1290 | equity=$5,605.24 | ETA=3.7min
   76.5% | bar=106,926/139,666 | trades=1300 | equity=$6,206.63 | ETA=3.7min
   76.5% | bar=106,930/139,666 | trades=1300 | equity=$6,206.63 | ETA=3.7min
   77.1% | bar=107,730/139,666 | trades=1310 | equity=$6,118.14 | ETA=3.6min
   77.1% | bar=107,738/139,666 | trades=1310 | equity=$6,118.14 | ETA=3.6min
   77.6% | bar=108,454/139,666 | trades=1320 | equity=$6,179.90 | ETA=3.5min
   77.6% | bar=108,458/139,666 | trades=1320 | equity=$6,179.90 | ETA=3.5min
   77.6% | bar=108,462/139,666 | trades=1320 | equity=$6,179.90 | ETA=3.5min
   78.4% | bar=109,510/139,666 | trades=1330 | equity=$5,897.05 | ETA=3.4min
   78.7% | bar=110,034/139,666 | trades=1340 | equity=$5,643.06 | ETA=3.3min
